"Region","Year","Month","Day","EVI"
"III","2008","07","30",0.177499917578963
"IV","2008","07","30",0.180001426843932
"V","2008","07","30",0.163357713269785
"I","2008","07","31",0.273522955985828
"IIA","2008","07","31",0.230286611086676
"IIB","2008","07","31",0.210700166739881
"III","2008","07","31",0.219886021181943
"IV","2008","07","31",0.219248162348389
"V","2008","07","31",0.189142524103602
"I","2008","08","01",0.226611636246597
"IIA","2008","08","01",0.188119061447909
"IIB","2008","08","01",0.176327891192284
"III","2008","08","01",0.180964286799339
"IV","2008","08","01",0.17988520719599
"V","2008","08","01",0.158764460174621
"I","2008","08","02",0.281479404520866
"IIA","2008","08","02",0.225617062729935
"IIB","2008","08","02",0.21480860567038
"III","2008","08","02",0.214424151114546
"IV","2008","08","02",0.197727432975318
"V","2008","08","02",0.171951736106898
"I","2008","08","03",0.222751888180312
"IIA","2008","08","03",0.188842625316649
"IIB","2008","08","03",0.176767024698419
"III","2008","08","03",0.183760982977201
"IV","2008","08","03",0.186385660126478
"V","2008","08","03",0.16263817502237
"I","2008","08","04",0.220730830797456
"IIA","2008","08","04",0.151161038462683
"IIB","2008","08","04",0.12233259085672
"III","2008","08","04",0.134001861704964
"IV","2008","08","04",0.136959732426292
"V","2008","08","04",0.0958929378904897
"I","2008","08","05",0.210533693475742
"IIA","2008","08","05",0.167233073074775
"IIB","2008","08","05",0.175868632919421
"III","2008","08","05",0.18666427280353
"IV","2008","08","05",0.192937463337091
"V","2008","08","05",0.171068183191785
"I","2008","08","06",0.217541021989583
"IIA","2008","08","06",0.181407833706868
"IIB","2008","08","06",0.172137453682996
"III","2008","08","06",0.181233646763869
"IV","2008","08","06",0.176392122825569
"V","2008","08","06",0.159975002423525
"I","2008","08","07",0.256035522784141
"IIA","2008","08","07",0.211095179041553
"IIB","2008","08","07",0.198166189732471
"III","2008","08","07",0.205587143493723
"IV","2008","08","07",0.206311863454967
"V","2008","08","07",0.178613057237811
"I","2008","08","08",0.222236836753422
"IIA","2008","08","08",0.180175000413584
"IIB","2008","08","08",0.172569801264709
"III","2008","08","08",0.177082081825595
"IV","2008","08","08",0.173977935803295
"V","2008","08","08",0.155730056348054
"I","2008","08","09",0.264434503186914
"IIA","2008","08","09",0.180307299111716
"IIB","2008","08","09",0.206105564648528
"III","2008","08","09",0.207869649777077
"IV","2008","08","09",0.200762416968225
"V","2008","08","09",0.185729910266274
"I","2008","08","10",0.171340903570418
"IIA","2008","08","10",0.182290311492255
"IIB","2008","08","10",0.161502725906463
"III","2008","08","10",0.156220693545162
"IV","2008","08","10",0.152807820158292
"V","2008","08","10",0.115692628203516
"I","2008","08","11",0.252259671540814
"IIA","2008","08","11",0.198309994826621
"IIB","2008","08","11",0.20711946443718
"III","2008","08","11",0.189952831151705
"IV","2008","08","11",0.176265956535596
"V","2008","08","11",0.167671211480766
"I","2008","08","12",0.198231385851258
"IIA","2008","08","12",0.188492866805936
"IIB","2008","08","12",0.173976376197862
"III","2008","08","12",0.186317810005562
"IV","2008","08","12",0.185237880419544
"V","2008","08","12",0.160529768042883
"I","2008","08","13",NA
"IIA","2008","08","13",0.182686031685418
"IIB","2008","08","13",0.170538842687516
"III","2008","08","13",0.176384423793536
"IV","2008","08","13",0.172489413043076
"V","2008","08","13",0.156112428035107
"I","2008","08","14",0.226532845460187
"IIA","2008","08","14",0.202921877956482
"IIB","2008","08","14",0.187548817151187
"III","2008","08","14",0.196626049660305
"IV","2008","08","14",0.195953131219034
"V","2008","08","14",0.169753162736084
"I","2008","08","15",0.180400410287539
"IIA","2008","08","15",0.166348425022361
"IIB","2008","08","15",0.153840412865175
"III","2008","08","15",0.167653900403651
"IV","2008","08","15",0.167318376406945
"V","2008","08","15",0.15134726786242
"I","2008","08","16",0.252338446351393
"IIA","2008","08","16",0.207098869263496
"IIB","2008","08","16",0.196831302006665
"III","2008","08","16",0.203373718921113
"IV","2008","08","16",0.199448879463539
"V","2008","08","16",0.176235226920556
"I","2008","08","17",0.161744918916092
"IIA","2008","08","17",0.172675895604077
"IIB","2008","08","17",0.160213960691679
"III","2008","08","17",0.162478744140192
"IV","2008","08","17",0.139833249419118
"V","2008","08","17",0.0792543707282371
"I","2008","08","18",0.0971990064186177
"IIA","2008","08","18",0.199912492107373
"IIB","2008","08","18",0.149326920262983
"III","2008","08","18",0.126301793629176
"IV","2008","08","18",0.11930298133614
"V","2008","08","18",0.0934082189944106
"I","2008","08","19",0.156258129993129
"IIA","2008","08","19",0.172993149905749
"IIB","2008","08","19",0.16327392906428
"III","2008","08","19",0.178534466653973
"IV","2008","08","19",0.175380597743095
"V","2008","08","19",0.137519689334504
"I","2008","08","20",0.28645828587687
"IIA","2008","08","20",0.172649650391383
"IIB","2008","08","20",0.182163943019528
"III","2008","08","20",0.170795187476337
"IV","2008","08","20",0.161642604639691
"V","2008","08","20",0.133109459097043
"I","2008","08","21",0.225987872183478
"IIA","2008","08","21",0.195124195501723
"IIB","2008","08","21",0.183662759460917
"III","2008","08","21",0.190598138897204
"IV","2008","08","21",0.188397447295421
"V","2008","08","21",0.165251811799169
"I","2008","08","22",0.211295554882642
"IIA","2008","08","22",0.176640965596949
"IIB","2008","08","22",0.169171314896577
"III","2008","08","22",0.173397988583413
"IV","2008","08","22",0.165959933803469
"V","2008","08","22",0.149633208889582
"I","2008","08","23",0.243435755682224
"IIA","2008","08","23",0.202360954737545
"IIB","2008","08","23",0.191664965451165
"III","2008","08","23",0.197955301315865
"IV","2008","08","23",0.194464450565059
"V","2008","08","23",0.171403523026954
"I","2008","08","24",0.206259398650668
"IIA","2008","08","24",0.171911286460718
"IIB","2008","08","24",0.164128503762238
"III","2008","08","24",0.169972471342352
"IV","2008","08","24",0.166376389259151
"V","2008","08","24",0.149728669325577
"I","2008","08","25",0.257045278990544
"IIA","2008","08","25",0.206604627423254
"IIB","2008","08","25",0.197642114647547
"III","2008","08","25",0.201783830160559
"IV","2008","08","25",0.190024467723708
"V","2008","08","25",0.176244212666152
"I","2008","08","26",0.20348302415815
"IIA","2008","08","26",0.173400240858573
"IIB","2008","08","26",0.164909281662508
"III","2008","08","26",0.171950274984115
"IV","2008","08","26",0.170260899111087
"V","2008","08","26",0.149614358960109
"I","2008","08","27",0.255650755026796
"IIA","2008","08","27",0.174674895723892
"IIB","2008","08","27",0.19213042642206
"III","2008","08","27",0.177120294873049
"IV","2008","08","27",0.153687260007902
"V","2008","08","27",0.125693419980793
"I","2008","08","28",0.206680187881841
"IIA","2008","08","28",0.176629159396322
"IIB","2008","08","28",0.1688617324263
"III","2008","08","28",0.177615537506062
"IV","2008","08","28",0.17306574775438
"V","2008","08","28",0.154916689019127
"I","2008","08","29",NA
"IIA","2008","08","29",0.150445201735112
"IIB","2008","08","29",0.138044369740365
"III","2008","08","29",0.14443765772241
"IV","2008","08","29",0.140866424245807
"V","2008","08","29",0.115427125497994
"I","2008","08","30",0.227993357569761
"IIA","2008","08","30",0.189488898379713
"IIB","2008","08","30",0.182497996082273
"III","2008","08","30",0.187676010796952
"IV","2008","08","30",0.178757729638753
"V","2008","08","30",0.159295983858813
"I","2008","08","31",0.186275831110917
"IIA","2008","08","31",0.158058459618931
"IIB","2008","08","31",0.151423195498799
"III","2008","08","31",0.155769211280757
"IV","2008","08","31",0.147001941559423
"V","2008","08","31",0.128107941591263
"I","2008","09","01",0.234070416751924
"IIA","2008","09","01",0.175827903271791
"IIB","2008","09","01",0.174270609488877
"III","2008","09","01",0.181916853210096
"IV","2008","09","01",0.178476976205883
"V","2008","09","01",0.160881921892483
"I","2008","09","02",0.167831905563141
"IIA","2008","09","02",0.138837383021491
"IIB","2008","09","02",0.13506369402892
"III","2008","09","02",0.135129508280895
"IV","2008","09","02",0.129807788876192
"V","2008","09","02",0.130920873590082
"I","2008","09","03",0.24873503405329
"IIA","2008","09","03",0.196808882324844
"IIB","2008","09","03",0.191725598989294
"III","2008","09","03",0.190848771195304
"IV","2008","09","03",0.148034610333825
"V","2008","09","03",0.153286317093042
"I","2008","09","04",0.122532596930579
"IIA","2008","09","04",0.174177080507067
"IIB","2008","09","04",0.155394886645183
"III","2008","09","04",0.152283071144773
"IV","2008","09","04",0.14989492005528
"V","2008","09","04",0.107846998652355
"I","2008","09","05",0.276543768007391
"IIA","2008","09","05",0.144162914237608
"IIB","2008","09","05",0.161731833644755
"III","2008","09","05",0.155263279702828
"IV","2008","09","05",0.148315734026743
"V","2008","09","05",0.12926609418796
"I","2008","09","06",0.176944773897452
"IIA","2008","09","06",0.185108482030983
"IIB","2008","09","06",0.178805124092554
"III","2008","09","06",0.172155636623348
"IV","2008","09","06",0.155841174899815
"V","2008","09","06",0.112937971300886
"I","2008","09","07",0.196444420896936
"IIA","2008","09","07",0.16117380126788
"IIB","2008","09","07",0.160574065655255
"III","2008","09","07",0.164201255000182
"IV","2008","09","07",0.153311411669168
"V","2008","09","07",0.13404977722512
"I","2008","09","08",0.231628538586029
"IIA","2008","09","08",0.189761046623127
"IIB","2008","09","08",0.184851449350213
"III","2008","09","08",0.189716794657165
"IV","2008","09","08",0.179608244683426
"V","2008","09","08",0.161358038336683
"I","2008","09","09",0.189610166317941
"IIA","2008","09","09",0.156706933295052
"IIB","2008","09","09",0.153356104527809
"III","2008","09","09",0.161243818880072
"IV","2008","09","09",0.154081390973459
"V","2008","09","09",0.135773119637111
"I","2008","09","10",0.246382821449248
"IIA","2008","09","10",0.187012751952214
"IIB","2008","09","10",0.183815538601277
"III","2008","09","10",0.185307463644082
"IV","2008","09","10",0.169567158685536
"V","2008","09","10",0.157849401806533
"I","2008","09","11",0.197267827504407
"IIA","2008","09","11",0.162642651573762
"IIB","2008","09","11",0.158404592393968
"III","2008","09","11",0.166780746610545
"IV","2008","09","11",0.155758813863049
"V","2008","09","11",0.123680294670727
"I","2008","09","12",0.0961288500052169
"IIA","2008","09","12",0.168806649917047
"IIB","2008","09","12",0.139224048894793
"III","2008","09","12",0.131562081987133
"IV","2008","09","12",0.118304910403392
"V","2008","09","12",0.0833869735796414
"I","2008","09","13",0.154741338196481
"IIA","2008","09","13",0.154546383387522
"IIB","2008","09","13",0.146474237668483
"III","2008","09","13",0.148841057292311
"IV","2008","09","13",0.141023712909894
"V","2008","09","13",0.0885680548224609
"I","2008","09","14",NA
"IIA","2008","09","14",0.162270310641556
"IIB","2008","09","14",0.160163046397656
"III","2008","09","14",0.168756155075692
"IV","2008","09","14",0.156581155312424
"V","2008","09","14",0.140785142828328
"I","2008","09","15",0.233280947628498
"IIA","2008","09","15",0.184872958018812
"IIB","2008","09","15",0.183438812578704
"III","2008","09","15",0.188265697254617
"IV","2008","09","15",0.180129864966403
"V","2008","09","15",0.161337387181813
"I","2008","09","16",0.200765528242945
"IIA","2008","09","16",0.159844117184771
"IIB","2008","09","16",0.158450748459936
"III","2008","09","16",0.164081186021705
"IV","2008","09","16",0.15587711032395
"V","2008","09","16",0.139646797533083
"I","2008","09","17",0.243496005310786
"IIA","2008","09","17",0.185593324501237
"IIB","2008","09","17",0.185899350848505
"III","2008","09","17",0.190185655011711
"IV","2008","09","17",0.17924811653624
"V","2008","09","17",0.159043532691328
"I","2008","09","18",0.200085276135742
"IIA","2008","09","18",0.15937902393995
"IIB","2008","09","18",0.15958628498875
"III","2008","09","18",0.16731876354816
"IV","2008","09","18",0.161044884878582
"V","2008","09","18",0.130285060807636
"I","2008","09","19",0.257666688728236
"IIA","2008","09","19",0.19330672908416
"IIB","2008","09","19",0.193364041202337
"III","2008","09","19",0.197065971578846
"IV","2008","09","19",0.167447650991074
"V","2008","09","19",0.162601676923427
"I","2008","09","20",0.201993608299201
"IIA","2008","09","20",0.169744287939312
"IIB","2008","09","20",0.165371231877069
"III","2008","09","20",0.174640103409347
"IV","2008","09","20",0.169054768696292
"V","2008","09","20",0.132117749085687
"I","2008","09","21",0.212293948136514
"IIA","2008","09","21",0.128941348405205
"IIB","2008","09","21",0.143550943392006
"III","2008","09","21",0.141660810001262
"IV","2008","09","21",0.128348308122761
"V","2008","09","21",0.0723815915296556
"I","2008","09","22",0.197336267899307
"IIA","2008","09","22",0.167562175190302
"IIB","2008","09","22",0.165668754923797
"III","2008","09","22",0.181786980792574
"IV","2008","09","22",0.174083109703869
"V","2008","09","22",0.157650328687476
"I","2008","09","23",0.191790896745516
"IIA","2008","09","23",0.155301190338271
"IIB","2008","09","23",0.153326967314065
"III","2008","09","23",0.162714767954624
"IV","2008","09","23",0.154744141931308
"V","2008","09","23",0.137338219821115
"I","2008","09","24",0.243268656955315
"IIA","2008","09","24",0.189479200829736
"IIB","2008","09","24",0.189611757617159
"III","2008","09","24",0.193799480742356
"IV","2008","09","24",0.182481927317094
"V","2008","09","24",0.16083317310583
"I","2008","09","25",0.198946111421519
"IIA","2008","09","25",0.159600614682978
"IIB","2008","09","25",0.158313628939651
"III","2008","09","25",0.16469756738178
"IV","2008","09","25",0.156487891595013
"V","2008","09","25",0.123884316346062
"I","2008","09","26",0.248669749923546
"IIA","2008","09","26",0.187047329725366
"IIB","2008","09","26",0.187678582034911
"III","2008","09","26",0.186390444582488
"IV","2008","09","26",0.164512991534534
"V","2008","09","26",0.154229190525158
"I","2008","09","27",0.18963242379245
"IIA","2008","09","27",0.162960391166189
"IIB","2008","09","27",0.160630699665508
"III","2008","09","27",0.168853583440172
"IV","2008","09","27",0.162789086473366
"V","2008","09","27",0.132713744944143
"I","2008","09","28",0.159354382566124
"IIA","2008","09","28",0.168491700853749
"IIB","2008","09","28",0.179618492479527
"III","2008","09","28",0.14663037999264
"IV","2008","09","28",0.132664171939518
"V","2008","09","28",0.106708460163859
"I","2008","09","29",0.144834759308171
"IIA","2008","09","29",0.140172096150734
"IIB","2008","09","29",0.151406556395618
"III","2008","09","29",0.159187729609944
"IV","2008","09","29",0.15599304974358
"V","2008","09","29",0.131787473237058
"I","2008","09","30",NA
"IIA","2008","09","30",0.152867596101485
"IIB","2008","09","30",0.149595883015887
"III","2008","09","30",0.159499599678465
"IV","2008","09","30",0.150531289665139
"V","2008","09","30",0.132132945230109
"I","2008","10","01",0.233903901397767
"IIA","2008","10","01",0.185930993391247
"IIB","2008","10","01",0.187602964693182
"III","2008","10","01",0.19122280205246
"IV","2008","10","01",0.180256032148689
"V","2008","10","01",0.15579649998497
"I","2008","10","02",0.191417177775549
"IIA","2008","10","02",0.155256729223237
"IIB","2008","10","02",0.155839823292767
"III","2008","10","02",0.162200636894601
"IV","2008","10","02",0.152338695707992
"V","2008","10","02",0.131111838981411
"I","2008","10","03",0.243710856907691
"IIA","2008","10","03",0.186260802109154
"IIB","2008","10","03",0.189728645899436
"III","2008","10","03",0.192522937587463
"IV","2008","10","03",0.1807189310256
"V","2008","10","03",0.159389549461255
"I","2008","10","04",0.198237771981165
"IIA","2008","10","04",0.1596113121771
"IIB","2008","10","04",0.161877801256091
"III","2008","10","04",0.168937301320208
"IV","2008","10","04",0.16214513609517
"V","2008","10","04",0.127486521053691
"I","2008","10","05",0.255316803228559
"IIA","2008","10","05",0.19360097163206
"IIB","2008","10","05",0.194948337607195
"III","2008","10","05",0.198852473333043
"IV","2008","10","05",0.168738709486702
"V","2008","10","05",0.15747423739329
"I","2008","10","06",0.0496242779834974
"IIA","2008","10","06",0.150951828722563
"IIB","2008","10","06",0.109023552121013
"III","2008","10","06",0.148373495520263
"IV","2008","10","06",0.128340585856179
"V","2008","10","06",0.099048497093442
"I","2008","10","07",0.183096833708939
"IIA","2008","10","07",0.153138480181799
"IIB","2008","10","07",0.153947693002318
"III","2008","10","07",0.166758734823865
"IV","2008","10","07",0.148338618291448
"V","2008","10","07",0.107943060962502
"I","2008","10","08",0.225798585304415
"IIA","2008","10","08",0.185790970637409
"IIB","2008","10","08",0.186363993696837
"III","2008","10","08",0.19220216892414
"IV","2008","10","08",0.182093405275812
"V","2008","10","08",0.160810386256467
"I","2008","10","09",0.195415299053634
"IIA","2008","10","09",0.157707137084517
"IIB","2008","10","09",0.159540313104204
"III","2008","10","09",0.16560218293725
"IV","2008","10","09",0.153826264437388
"V","2008","10","09",0.132656613017451
"I","2008","10","10",0.207291777232038
"IIA","2008","10","10",0.18444517907815
"IIB","2008","10","10",0.187034013064753
"III","2008","10","10",0.183094206921494
"IV","2008","10","10",0.163026307446298
"V","2008","10","10",0.113520741718078
"I","2008","10","11",0.124802117749757
"IIA","2008","10","11",0.161284543825233
"IIB","2008","10","11",0.133872755968474
"III","2008","10","11",0.13658301819082
"IV","2008","10","11",0.141465676220568
"V","2008","10","11",0.116378316481287
"I","2008","10","12",0.241205408485013
"IIA","2008","10","12",0.186826758405102
"IIB","2008","10","12",0.193164316443344
"III","2008","10","12",0.197816855312525
"IV","2008","10","12",0.177629920806696
"V","2008","10","12",0.160406426651519
"I","2008","10","13",0.20000763203939
"IIA","2008","10","13",0.171009076803292
"IIB","2008","10","13",0.168774430208511
"III","2008","10","13",0.176420751384224
"IV","2008","10","13",0.171748962214563
"V","2008","10","13",0.146176808497045
"I","2008","10","14",0.249785964952035
"IIA","2008","10","14",0.182078803121063
"IIB","2008","10","14",0.205228014741649
"III","2008","10","14",0.190005048751037
"IV","2008","10","14",0.163935862732083
"V","2008","10","14",0.16130222495121
"I","2008","10","15",0.201175936561103
"IIA","2008","10","15",0.180313084959072
"IIB","2008","10","15",0.174981756449849
"III","2008","10","15",0.185940528653489
"IV","2008","10","15",0.17683167606003
"V","2008","10","15",0.144332904448031
"I","2008","10","16",NA
"IIA","2008","10","16",0.158722750229107
"IIB","2008","10","16",0.158686470958822
"III","2008","10","16",0.163170587279004
"IV","2008","10","16",0.146226739735328
"V","2008","10","16",0.0970941382889655
"I","2008","10","17",0.241680403351743
"IIA","2008","10","17",0.194232238633687
"IIB","2008","10","17",0.197995905605946
"III","2008","10","17",0.197597464156495
"IV","2008","10","17",0.185218978290012
"V","2008","10","17",0.162688136357565
"I","2008","10","18",0.202292717252328
"IIA","2008","10","18",0.163021983221674
"IIB","2008","10","18",0.165905760475589
"III","2008","10","18",0.172356281865514
"IV","2008","10","18",0.155081431062136
"V","2008","10","18",0.1287870992253
"I","2008","10","19",0.252457428020681
"IIA","2008","10","19",0.195844088184464
"IIB","2008","10","19",0.200454135597557
"III","2008","10","19",0.198857557901062
"IV","2008","10","19",0.172839660204891
"V","2008","10","19",0.161824767515049
"I","2008","10","20",0.201696186673954
"IIA","2008","10","20",0.169264390631307
"IIB","2008","10","20",0.163669264646737
"III","2008","10","20",0.162402323125101
"IV","2008","10","20",0.142639731819782
"V","2008","10","20",0.120227866801381
"I","2008","10","21",0.21567387178527
"IIA","2008","10","21",0.162611893175026
"IIB","2008","10","21",0.160670352801142
"III","2008","10","21",0.138795953279272
"IV","2008","10","21",0.146702988288495
"V","2008","10","21",0.151608474784903
"I","2008","10","22",0.214924596456103
"IIA","2008","10","22",0.123538023473615
"IIB","2008","10","22",0.182167196958027
"III","2008","10","22",0.188847588220671
"IV","2008","10","22",0.183893239092071
"V","2008","10","22",0.15346164475372
"I","2008","10","23",0.228849474027317
"IIA","2008","10","23",0.151479387546559
"IIB","2008","10","23",0.174260277470754
"III","2008","10","23",0.173954183696721
"IV","2008","10","23",0.1466578544618
"V","2008","10","23",0.0871244735843556
"I","2008","10","24",0.218039289340464
"IIA","2008","10","24",0.19856579888947
"IIB","2008","10","24",0.194392137742972
"III","2008","10","24",0.201031255652439
"IV","2008","10","24",0.183773436769494
"V","2008","10","24",0.143681984702909
"I","2008","10","25",0.138862173972775
"IIA","2008","10","25",0.169832060027168
"IIB","2008","10","25",0.165197794133516
"III","2008","10","25",0.158243652655394
"IV","2008","10","25",0.125358547082754
"V","2008","10","25",0.0132233067317636
"I","2008","10","26",0.0366467118430939
"IIA","2008","10","26",0.186874956538208
"IIB","2008","10","26",0.164528074375769
"III","2008","10","26",0.122522091825076
"IV","2008","10","26",0.127820034128251
"V","2008","10","26",0.067178120012802
"I","2008","10","27",0.207386869131409
"IIA","2008","10","27",0.169784762276301
"IIB","2008","10","27",0.172578945966174
"III","2008","10","27",0.177904876877534
"IV","2008","10","27",0.168267546786131
"V","2008","10","27",0.142165744465689
"I","2008","10","28",0.263994712113765
"IIA","2008","10","28",0.20488159460631
"IIB","2008","10","28",0.206953634379506
"III","2008","10","28",0.207493701422708
"IV","2008","10","28",0.185277352988877
"V","2008","10","28",0.165403260908758
"I","2008","10","29",0.213591139608963
"IIA","2008","10","29",0.177204990477174
"IIB","2008","10","29",0.16641924858895
"III","2008","10","29",0.169731557274983
"IV","2008","10","29",0.174442933259415
"V","2008","10","29",0.144719360074667
"I","2008","10","30",0.275312636790644
"IIA","2008","10","30",0.190177695900066
"IIB","2008","10","30",0.220831111196112
"III","2008","10","30",0.196282533928353
"IV","2008","10","30",0.110096731175425
"V","2008","10","30",0.154694489748908
"I","2008","10","31",0.208024452649826
"IIA","2008","10","31",0.193121155256488
"IIB","2008","10","31",0.188252615152028
"III","2008","10","31",0.195302605573776
"IV","2008","10","31",0.172672764351449
"V","2008","10","31",0.148772817957705
"I","2008","11","01",NA
"IIA","2008","11","01",0.160179744958475
"IIB","2008","11","01",0.16951485613787
"III","2008","11","01",0.175939760757443
"IV","2008","11","01",0.158167363423265
"V","2008","11","01",0.133587677763768
"I","2008","11","02",0.245023545180695
"IIA","2008","11","02",0.197726592423299
"IIB","2008","11","02",0.199992497978356
"III","2008","11","02",0.203329669079415
"IV","2008","11","02",0.192257955102118
"V","2008","11","02",0.164337809644142
"I","2008","11","03",0.201029170441588
"IIA","2008","11","03",0.16646874511126
"IIB","2008","11","03",0.162473159587479
"III","2008","11","03",0.170963118607915
"IV","2008","11","03",0.162802065307993
"V","2008","11","03",0.137016345043952
"I","2008","11","04",0.223515128300379
"IIA","2008","11","04",0.192982183929401
"IIB","2008","11","04",0.171854440544944
"III","2008","11","04",0.146079606585943
"IV","2008","11","04",0.0738653664420823
"V","2008","11","04",0.0439265839573888
"I","2008","11","05",0.138330021100389
"IIA","2008","11","05",0.166672768163916
"IIB","2008","11","05",0.167987144577083
"III","2008","11","05",0.169505704136781
"IV","2008","11","05",0.137658003968577
"V","2008","11","05",0.0639207284902905
"I","2008","11","06",0.218018843171757
"IIA","2008","11","06",0.192706757802428
"IIB","2008","11","06",0.193168927008902
"III","2008","11","06",0.201912136366639
"IV","2008","11","06",0.162163600441065
"V","2008","11","06",0.115862282086659
"I","2008","11","07",0.199512746616558
"IIA","2008","11","07",0.188338046510104
"IIB","2008","11","07",0.179368786932587
"III","2008","11","07",0.190726965325831
"IV","2008","11","07",0.185269431254843
"V","2008","11","07",0.153498257235931
"I","2008","11","08",0.204503805674682
"IIA","2008","11","08",0.144058413025231
"IIB","2008","11","08",0.128488985004423
"III","2008","11","08",0.128454871454003
"IV","2008","11","08",0.0842780473886064
"V","2008","11","08",0.0025644497438732
"I","2008","11","09",0.0695982767931698
"IIA","2008","11","09",0.180825567889641
"IIB","2008","11","09",0.128658029791741
"III","2008","11","09",0.127807300743604
"IV","2008","11","09",0.114284980532072
"V","2008","11","09",0.0306982896416228
"I","2008","11","10",0.171042050427323
"IIA","2008","11","10",0.17303183083292
"IIB","2008","11","10",0.174469187185174
"III","2008","11","10",0.17350657764568
"IV","2008","11","10",0.151279569572679
"V","2008","11","10",0.111274637354958
"I","2008","11","11",0.259236853601344
"IIA","2008","11","11",0.196148657081203
"IIB","2008","11","11",0.19534633248903
"III","2008","11","11",0.182231260000612
"IV","2008","11","11",0.132254485648167
"V","2008","11","11",0.0918116156218472
"I","2008","11","12",0.196881581850613
"IIA","2008","11","12",0.16429100466436
"IIB","2008","11","12",0.161452964139769
"III","2008","11","12",0.147166099226015
"IV","2008","11","12",0.131563792596337
"V","2008","11","12",0.0829010421009474
"I","2008","11","13",0.226210293761946
"IIA","2008","11","13",0.195985427465114
"IIB","2008","11","13",0.200944627757998
"III","2008","11","13",0.192810035267531
"IV","2008","11","13",0.131877332741085
"V","2008","11","13",0.10359157053256
"I","2008","11","14",0.155500540687732
"IIA","2008","11","14",0.0641909323195197
"IIB","2008","11","14",0.15384975127714
"III","2008","11","14",0.114902290454098
"IV","2008","11","14",0.0698628415034783
"V","2008","11","14",0.040527932892805
"I","2008","11","15",0.205888816667455
"IIA","2008","11","15",0.187971943279585
"IIB","2008","11","15",0.18062488227362
"III","2008","11","15",0.168482574783782
"IV","2008","11","15",0.152804975039065
"V","2008","11","15",0.102069516164473
"I","2008","11","16",0.153843716368985
"IIA","2008","11","16",0.157674523616799
"IIB","2008","11","16",0.16670064365265
"III","2008","11","16",0.183866351343597
"IV","2008","11","16",0.169562635765831
"V","2008","11","16",0.11050886558807
"I","2008","11","17",NA
"IIA","2008","11","17",0.165842374756144
"IIB","2008","11","17",0.176006899977481
"III","2008","11","17",0.171759998906576
"IV","2008","11","17",0.132713779496494
"V","2008","11","17",0.0937056850701755
"I","2008","11","18",0.154080709258713
"IIA","2008","11","18",0.186084436147709
"IIB","2008","11","18",0.126452689190562
"III","2008","11","18",0.10766399224885
"IV","2008","11","18",0.0788321163544897
"V","2008","11","18",0.133863210844053
"I","2008","11","19",0.00164669945455032
"IIA","2008","11","19",-0.0641021277095266
"IIB","2008","11","19",-0.0259318725020712
"III","2008","11","19",-0.000598422325142051
"IV","2008","11","19",0.0168635465546717
"V","2008","11","19",-0.0383807876559064
"I","2008","11","20",0.164137998564611
"IIA","2008","11","20",0.156009295931999
"IIB","2008","11","20",0.169384865798657
"III","2008","11","20",0.128538375317002
"IV","2008","11","20",0.0851432616097951
"V","2008","11","20",0.0618558851490671
"I","2008","11","21",0.197617535690299
"IIA","2008","11","21",0.180101956977534
"IIB","2008","11","21",0.162453562533367
"III","2008","11","21",0.128736404335782
"IV","2008","11","21",0.131260811467547
"V","2008","11","21",0.0827126714452397
"I","2008","11","22",0.158873861683798
"IIA","2008","11","22",0.208116435586686
"IIB","2008","11","22",0.122355677864018
"III","2008","11","22",0.102888925766367
"IV","2008","11","22",0.0652770618579208
"V","2008","11","22",0.0428161945398097
"I","2008","11","23",0.030111912165585
"IIA","2008","11","23",0.126818103534089
"IIB","2008","11","23",0.126678583955339
"III","2008","11","23",0.0772926635121254
"IV","2008","11","23",0.108089909871163
"V","2008","11","23",0.142668033699055
"I","2008","11","24",0.173399672044801
"IIA","2008","11","24",0.0906396243633384
"IIB","2008","11","24",0.112847965907138
"III","2008","11","24",0.138779455996483
"IV","2008","11","24",0.179231878966109
"V","2008","11","24",0.171912471631089
"I","2008","11","25",0.236358525466697
"IIA","2008","11","25",0.203699408704275
"IIB","2008","11","25",0.193922778810761
"III","2008","11","25",0.226659346721612
"IV","2008","11","25",0.238585524204606
"V","2008","11","25",0.213501526594851
"I","2008","11","26",0.245898054156416
"IIA","2008","11","26",0.232009658662792
"IIB","2008","11","26",0.209428970455328
"III","2008","11","26",0.217121779396381
"IV","2008","11","26",0.216823691190274
"V","2008","11","26",0.202147461933099
"I","2008","11","27",0.269593880909941
"IIA","2008","11","27",0.247448749719569
"IIB","2008","11","27",0.245172852323449
"III","2008","11","27",0.263477673568576
"IV","2008","11","27",0.274244489778125
"V","2008","11","27",0.216176549628183
"I","2008","11","28",0.220053618266082
"IIA","2008","11","28",0.249917893927095
"IIB","2008","11","28",0.206185806990624
"III","2008","11","28",0.227996060900745
"IV","2008","11","28",0.236372480609451
"V","2008","11","28",0.198593429457415
"I","2008","11","29",0.314369462292819
"IIA","2008","11","29",0.329621013847189
"IIB","2008","11","29",0.268639284667943
"III","2008","11","29",0.297579274936603
"IV","2008","11","29",0.296695135891562
"V","2008","11","29",0.247359775781827
"I","2008","11","30",0.252270798057223
"IIA","2008","11","30",0.269239067962147
"IIB","2008","11","30",0.219129486321856
"III","2008","11","30",0.243102597033593
"IV","2008","11","30",0.261852845867685
"V","2008","11","30",0.202507958614989
"I","2008","12","01",0.327037069108352
