"District","Type","Year","Precipitation"
"Goromonzi","Max","2012",0.654789696
"Marondera","Max","2012",0.609311486
"Mudzi","Max","2012",0.638435346
"Mutoko","Max","2012",0.601884256
"Murehwa","Max","2012",0.621535866
"UMP","Max","2012",0.64906464
"Seke","Max","2012",0.617972899
"Wedza","Max","2012",0.591830552
"Chirumhanzu","Max","2012",0.55821891
"Gokwe North","Max","2012",0.665653428
"Gokwe South","Max","2012",0.614279718
"Gweru","Max","2012",0.548567542
"Kwekwe","Max","2012",0.6138117
"Mberengwa","Max","2012",0.546298717
"Shurugwi","Max","2012",0.541270205
"Zvishavane","Max","2012",0.52533358
"Binga","Max","2012",0.644128036
"Bubi","Max","2012",0.604896171
"Hwange","Max","2012",0.66859502
"Lupane","Max","2012",0.618352617
"Nkayi","Max","2012",0.627147912
"Tsholotsho","Max","2012",0.573471778
"Umguza","Max","2012",0.604008628
"Beitbridge","Max","2012",0.436687197
"Bulilima (North)","Max","2012",0.516788043
"Gwanda","Max","2012",0.533230007
"Insiza","Max","2012",0.55117154
"Mangwe (South)","Max","2012",0.51866169
"Matobo","Max","2012",0.498491814
"Umzingwane","Max","2012",0.524556563
"Bikita","Max","2012",0.577223614
"Chiredzi","Max","2012",0.561850002
"Chivi","Max","2012",0.49638564
"Gutu","Max","2012",0.506361443
"Masvingo","Max","2012",0.576240982
"Mwenezi","Max","2012",0.570810155
"Zaka","Max","2012",0.572077947
"Chegutu","Max","2012",0.652316154
"Hurungwe","Max","2012",0.711239023
"Kadoma","Max","2012",0.665593024
"Kariba","Max","2012",0.626663665
"Makonde","Max","2012",0.716343156
"Zvimba","Max","2012",0.692290726
"Harare","Max","2013",0.611958812
"Bulawayo","Max","2013",0.533595793
"Buhera","Max","2013",0.443549409
"Chimanimani","Max","2013",0.718589147
"Chipinge","Max","2013",0.663717613
"Makoni","Max","2013",0.618224086
"Mutare","Max","2013",0.584255451
"Mutasa","Max","2013",0.782950865
"Nyanga","Max","2013",0.677342542
"Bindura","Max","2013",0.746989438
"Guruve","Max","2013",0.749142638
"Mount Darwin","Max","2013",0.768309419
"Mazowe","Max","2013",0.726111287
"Centenary","Max","2013",0.749097191
"Rushinga","Max","2013",0.776515978
"Shamva","Max","2013",0.756515366
"Chikomba","Max","2013",0.55788252
"Goromonzi","Max","2013",0.657669104
"Marondera","Max","2013",0.604112529
"Mudzi","Max","2013",0.715011662
"Mutoko","Max","2013",0.648569817
"Murehwa","Max","2013",0.632931315
"UMP","Max","2013",0.694170827
"Seke","Max","2013",0.59986923
"Wedza","Max","2013",0.614606472
"Chirumhanzu","Max","2013",0.553019369
"Gokwe North","Max","2013",0.694992009
"Gokwe South","Max","2013",0.626042444
"Gweru","Max","2013",0.558728562
"Kwekwe","Max","2013",0.611812837
"Mberengwa","Max","2013",0.525750309
"Shurugwi","Max","2013",0.564304947
"Zvishavane","Max","2013",0.514916022
"Binga","Max","2013",0.685607072
"Bubi","Max","2013",0.603238969
"Hwange","Max","2013",0.675363591
"Lupane","Max","2013",0.633007101
"Nkayi","Max","2013",0.604470217
"Tsholotsho","Max","2013",0.57585393
"Umguza","Max","2013",0.612689613
"Beitbridge","Max","2013",0.509040333
"Bulilima (North)","Max","2013",0.503519144
"Gwanda","Max","2013",0.478660055
"Insiza","Max","2013",0.508753683
"Mangwe (South)","Max","2013",0.522435125
"Matobo","Max","2013",0.506091455
"Umzingwane","Max","2013",0.53581392
"Bikita","Max","2013",0.598597717
"Chiredzi","Max","2013",0.590759461
"Chivi","Max","2013",0.467260296
"Gutu","Max","2013",0.50483187
"Masvingo","Max","2013",0.564356617
"Mwenezi","Max","2013",0.5987823
"Zaka","Max","2013",0.583732121
"Chegutu","Max","2013",0.63844236
"Hurungwe","Max","2013",0.748246459
"Kadoma","Max","2013",0.641234988
"Kariba","Max","2013",0.656111429
"Makonde","Max","2013",0.734019958
"Zvimba","Max","2013",0.69520525
"Harare","Max","2014",0.610583026
"Bulawayo","Max","2014",0.640607755
"Buhera","Max","2014",0.49412365
"Chimanimani","Max","2014",0.725840827
"Chipinge","Max","2014",0.708105766
"Makoni","Max","2014",0.634389973
"Mutare","Max","2014",0.60554282
"Mutasa","Max","2014",0.739429985
"Nyanga","Max","2014",0.694031592
"Bindura","Max","2014",0.74306827
"Guruve","Max","2014",0.74663843
"Mount Darwin","Max","2014",0.751846264
"Mazowe","Max","2014",0.7340924
"Centenary","Max","2014",0.736002834
"Rushinga","Max","2014",0.784687356
"Shamva","Max","2014",0.751010038
"Chikomba","Max","2014",0.604295581
"Goromonzi","Max","2014",0.668416035
"Marondera","Max","2014",0.631615546
"Mudzi","Max","2014",0.716669219
"Mutoko","Max","2014",0.660060997
"Murehwa","Max","2014",0.660976371
"UMP","Max","2014",0.730969592
"Seke","Max","2014",0.630308882
"Wedza","Max","2014",0.637341399
"Chirumhanzu","Max","2014",0.578676245
"Gokwe North","Max","2014",0.708868938
"Gokwe South","Max","2014",0.645629959
"Gweru","Max","2014",0.611290146
"Kwekwe","Max","2014",0.658041289
"Mberengwa","Max","2014",0.646565371
"Shurugwi","Max","2014",0.603190174
"Zvishavane","Max","2014",0.619039978
"Binga","Max","2014",0.70181132
"Bubi","Max","2014",0.666319221
"Hwange","Max","2014",0.696043173
"Lupane","Max","2014",0.653845861
"Nkayi","Max","2014",0.652942745
"Tsholotsho","Max","2014",0.644925714
"Umguza","Max","2014",0.683220859
"Beitbridge","Max","2014",0.609223836
"Bulilima (North)","Max","2014",0.607492508
"Gwanda","Max","2014",0.669684867
"Insiza","Max","2014",0.624847806
"Mangwe (South)","Max","2014",0.598942874
"Matobo","Max","2014",0.602462492
"Umzingwane","Max","2014",0.646060974
"Bikita","Max","2014",0.652207328
"Chiredzi","Max","2014",0.688021439
"Chivi","Max","2014",0.604172408
"Gutu","Max","2014",0.541450692
"Masvingo","Max","2014",0.658736897
"Mwenezi","Max","2014",0.694041492
"Zaka","Max","2014",0.669493638
"Chegutu","Max","2014",0.697151559
"Hurungwe","Max","2014",0.77422687
"Kadoma","Max","2014",0.691644559
"Kariba","Max","2014",0.65800107
"Makonde","Max","2014",0.741484492
"Zvimba","Max","2014",0.70874721
"Harare","Max","2015",0.570275744
"Bulawayo","Max","2015",0.574292087
"Buhera","Max","2015",0.44130836
"Chimanimani","Max","2015",0.700655833
"Chipinge","Max","2015",0.653311627
"Makoni","Max","2015",0.60091503
"Mutare","Max","2015",0.562535664
"Mutasa","Max","2015",0.698190989
"Nyanga","Max","2015",0.684450493
"Bindura","Max","2015",0.735544143
"Guruve","Max","2015",0.727740572
"Mount Darwin","Max","2015",0.742825869
"Mazowe","Max","2015",0.711944468
"Centenary","Max","2015",0.731619459
"Rushinga","Max","2015",0.78760778
"Shamva","Max","2015",0.753748944
"Chikomba","Max","2015",0.568399664
"Goromonzi","Max","2015",0.659024398
"Marondera","Max","2015",0.595733884
"Mudzi","Max","2015",0.703991301
"Mutoko","Max","2015",0.660959684
"Murehwa","Max","2015",0.634538011
"UMP","Max","2015",0.707566709
"Seke","Max","2015",0.596659907
"Wedza","Max","2015",0.593065617
"Chirumhanzu","Max","2015",0.534286596
"Gokwe North","Max","2015",0.662082672
"Gokwe South","Max","2015",0.602187862
"Gweru","Max","2015",0.569744243
"Kwekwe","Max","2015",0.620692515
"Mberengwa","Max","2015",0.568517832
"Shurugwi","Max","2015",0.558134009
"Zvishavane","Max","2015",0.555115192
"Binga","Max","2015",0.662728945
"Bubi","Max","2015",0.622573647
"Hwange","Max","2015",0.663629343
"Lupane","Max","2015",0.602737027
"Nkayi","Max","2015",0.615032149
"Tsholotsho","Max","2015",0.56504964
"Umguza","Max","2015",0.639172667
"Beitbridge","Max","2015",0.519718442
"Bulilima (North)","Max","2015",0.515362515
"Gwanda","Max","2015",0.572657666
"Insiza","Max","2015",0.585528303
"Mangwe (South)","Max","2015",0.546774485
"Matobo","Max","2015",0.545562872
"Umzingwane","Max","2015",0.589081117
"Bikita","Max","2015",0.627924957
"Chiredzi","Max","2015",0.653189591
"Chivi","Max","2015",0.528791023
"Gutu","Max","2015",0.499686689
"Masvingo","Max","2015",0.60757013
"Mwenezi","Max","2015",0.613452879
"Zaka","Max","2015",0.596199381
"Chegutu","Max","2015",0.632563731
"Hurungwe","Max","2015",0.743571589
"Kadoma","Max","2015",0.647261253
"Kariba","Max","2015",0.62007221
"Makonde","Max","2015",0.707075938
"Zvimba","Max","2015",0.673617115
"Harare","Max","2016",0.590306081
"Bulawayo","Max","2016",0.580360915
"Buhera","Max","2016",0.445709552
"Chimanimani","Max","2016",0.691484545
"Chipinge","Max","2016",0.615604684
"Makoni","Max","2016",0.605053497
"Mutare","Max","2016",0.577934761
"Mutasa","Max","2016",0.710506759
"Nyanga","Max","2016",0.640789153
"Bindura","Max","2016",0.725538165
"Guruve","Max","2016",0.65794353
"Mount Darwin","Max","2016",0.664128541
"Mazowe","Max","2016",0.70418558
"Centenary","Max","2016",0.65387362
"Rushinga","Max","2016",0.701924292
"Shamva","Max","2016",0.706250297
"Chikomba","Max","2016",0.557860291
"Goromonzi","Max","2016",0.655508807
"Marondera","Max","2016",0.607386055
"Mudzi","Max","2016",0.621776303
"Mutoko","Max","2016",0.624029012
"Murehwa","Max","2016",0.633803695
"UMP","Max","2016",0.641416123
"Seke","Max","2016",0.611030413
"Wedza","Max","2016",0.607686399
"Chirumhanzu","Max","2016",0.559844242
"Gokwe North","Max","2016",0.668214315
"Gokwe South","Max","2016",0.640850554
"Gweru","Max","2016",0.606324348
"Kwekwe","Max","2016",0.629813226
"Mberengwa","Max","2016",0.600006639
"Shurugwi","Max","2016",0.58605002
"Zvishavane","Max","2016",0.561625597
"Binga","Max","2016",0.620944037
"Bubi","Max","2016",0.635174767
"Hwange","Max","2016",0.655746853
"Lupane","Max","2016",0.657200544
"Nkayi","Max","2016",0.643729188
"Tsholotsho","Max","2016",0.6033955
"Umguza","Max","2016",0.640731144
"Beitbridge","Max","2016",0.496243481
"Bulilima (North)","Max","2016",0.539283619
"Gwanda","Max","2016",0.542545804
"Insiza","Max","2016",0.581014188
"Mangwe (South)","Max","2016",0.529767102
"Matobo","Max","2016",0.542557664
"Umzingwane","Max","2016",0.579311104
"Bikita","Max","2016",0.565382318
"Chiredzi","Max","2016",0.578640435
"Chivi","Max","2016",0.552108799
"Gutu","Max","2016",0.498370609
"Masvingo","Max","2016",0.603152439
"Mwenezi","Max","2016",0.630557935
"Zaka","Max","2016",0.636320579
"Chegutu","Max","2016",0.645747877
"Hurungwe","Max","2016",0.710433735
"Kadoma","Max","2016",0.681655632
"Kariba","Max","2016",0.600022955
"Makonde","Max","2016",0.709249467
"Zvimba","Max","2016",0.667253959
"Harare","Max","2017",0.620085106
"Bulawayo","Max","2017",0.667854414
"Buhera","Max","2017",0.52590308
"Chimanimani","Max","2017",0.740216684
"Chipinge","Max","2017",0.736847175
"Makoni","Max","2017",0.658000126
"Mutare","Max","2017",0.632906556
"Mutasa","Max","2017",0.736259439
"Nyanga","Max","2017",0.718648989
"Bindura","Max","2017",0.753839592
"Guruve","Max","2017",0.740671599
"Mount Darwin","Max","2017",0.745497763
"Mazowe","Max","2017",0.742103754
"Centenary","Max","2017",0.734318033
"Rushinga","Max","2017",0.798393019
"Shamva","Max","2017",0.763730881
"Chikomba","Max","2017",0.641805671
"Goromonzi","Max","2017",0.693127445
"Marondera","Max","2017",0.647779344
"Mudzi","Max","2017",0.734988429
"Mutoko","Max","2017",0.700170986
"Murehwa","Max","2017",0.672085195
"UMP","Max","2017",0.730624459
"Seke","Max","2017",0.660614073
"Wedza","Max","2017",0.677133611
"Chirumhanzu","Max","2017",0.635048961
"Gokwe North","Max","2017",0.729986638
"Gokwe South","Max","2017",0.660639624
"Gweru","Max","2017",0.654618738
"Kwekwe","Max","2017",0.689709513
"Mberengwa","Max","2017",0.66707226
"Shurugwi","Max","2017",0.652773613
"Zvishavane","Max","2017",0.67731282
"Binga","Max","2017",0.677625249
"Bubi","Max","2017",0.690023853
"Hwange","Max","2017",0.727752179
"Lupane","Max","2017",0.682361931
"Nkayi","Max","2017",0.677815603
"Tsholotsho","Max","2017",0.685062992
"Umguza","Max","2017",0.721223388
"Beitbridge","Max","2017",0.647792743
"Bulilima (North)","Max","2017",0.639136998
"Gwanda","Max","2017",0.664834716
"Insiza","Max","2017",0.649940828
"Mangwe (South)","Max","2017",0.641560866
"Matobo","Max","2017",0.642835396
"Umzingwane","Max","2017",0.690920596
"Bikita","Max","2017",0.672389953
"Chiredzi","Max","2017",0.724818976
"Chivi","Max","2017",0.63760105
"Gutu","Max","2017",0.586371323
"Masvingo","Max","2017",0.689601549
"Mwenezi","Max","2017",0.719285307
"Zaka","Max","2017",0.698501336
"Chegutu","Max","2017",0.709609291
"Hurungwe","Max","2017",0.758482908
"Kadoma","Max","2017",0.722427901
"Kariba","Max","2017",0.634698279
"Makonde","Max","2017",0.761742776
"Zvimba","Max","2017",0.734732695
"Harare","Max","2018",0.608956669
"Bulawayo","Max","2018",0.608946879
"Buhera","Max","2018",0.524249126
"Chimanimani","Max","2018",0.743654138
"Chipinge","Max","2018",0.71587691
"Makoni","Max","2018",0.659771738
"Mutare","Max","2018",0.633880751
"Mutasa","Max","2018",0.73532481
"Nyanga","Max","2018",0.690941251
"Bindura","Max","2018",0.744698576
"Guruve","Max","2018",0.721100917
"Mount Darwin","Max","2018",0.719830387
"Mazowe","Max","2018",0.722837534
"Centenary","Max","2018",0.720002728
"Rushinga","Max","2018",0.757620996
"Shamva","Max","2018",0.740283545
"Chikomba","Max","2018",0.611372145
"Goromonzi","Max","2018",0.677541979
"Marondera","Max","2018",0.624467407
"Mudzi","Max","2018",0.709808162
"Mutoko","Max","2018",0.658462414
"Murehwa","Max","2018",0.659441688
"UMP","Max","2018",0.690932069
"Seke","Max","2018",0.643395673
"Wedza","Max","2018",0.655404414
"Chirumhanzu","Max","2018",0.613685269
"Gokwe North","Max","2018",0.695296192
"Gokwe South","Max","2018",0.630929242
"Gweru","Max","2018",0.620977868
"Kwekwe","Max","2018",0.659109295
"Mberengwa","Max","2018",0.663796111
"Shurugwi","Max","2018",0.619046903
"Zvishavane","Max","2018",0.627413406
"Binga","Max","2018",0.644735521
"Bubi","Max","2018",0.668435931
"Hwange","Max","2018",0.681212504
"Lupane","Max","2018",0.637384363
"Nkayi","Max","2018",0.633147865
"Tsholotsho","Max","2018",0.671720494
"Umguza","Max","2018",0.687756677
"Beitbridge","Max","2018",0.532388791
"Bulilima (North)","Max","2018",0.596763039
"Gwanda","Max","2018",0.601647848
"Insiza","Max","2018",0.645420523
"Mangwe (South)","Max","2018",0.566163697
"Matobo","Max","2018",0.567001726
"Umzingwane","Max","2018",0.622841875
"Bikita","Max","2018",0.66484483
"Chiredzi","Max","2018",0.674144422
"Chivi","Max","2018",0.59104562
"Gutu","Max","2018",0.565616446
"Masvingo","Max","2018",0.654807619
"Mwenezi","Max","2018",0.675024642
"Zaka","Max","2018",0.698578183
"Chegutu","Max","2018",0.665053257
"Hurungwe","Max","2018",0.736848982
"Kadoma","Max","2018",0.70121544
"Kariba","Max","2018",0.581972376
"Makonde","Max","2018",0.738530904
"Zvimba","Max","2018",0.705110269
"Harare","Max","2019",0.606049647
"Bulawayo","Max","2019",0.539353738
"Buhera","Max","2019",0.45939302
"Chimanimani","Max","2019",0.706092207
"Chipinge","Max","2019",0.674670538
"Makoni","Max","2019",0.604064199
"Mutare","Max","2019",0.58486877
"Mutasa","Max","2019",0.715459989
"Nyanga","Max","2019",0.668778129
"Bindura","Max","2019",0.738443725
"Guruve","Max","2019",0.714655621
"Mount Darwin","Max","2019",0.731471411
"Mazowe","Max","2019",0.729361698
"Centenary","Max","2019",0.719937242
"Rushinga","Max","2019",0.793339467
"Shamva","Max","2019",0.734159973
"Chikomba","Max","2019",0.563530366
"Goromonzi","Max","2019",0.682518685
"Marondera","Max","2019",0.614411222
"Mudzi","Max","2019",0.759652905
"Mutoko","Max","2019",0.685990106
"Murehwa","Max","2019",0.655824189
"UMP","Max","2019",0.712643393
"Seke","Max","2019",0.634587144
"Wedza","Max","2019",0.605274257
"Chirumhanzu","Max","2019",0.552619323
"Gokwe North","Max","2019",0.657514336
"Gokwe South","Max","2019",0.632270458
"Gweru","Max","2019",0.564623588
"Kwekwe","Max","2019",0.652921639
"Mberengwa","Max","2019",0.570891193
"Shurugwi","Max","2019",0.549927583
"Zvishavane","Max","2019",0.551755878
"Binga","Max","2019",0.659387853
"Bubi","Max","2019",0.627795786
"Hwange","Max","2019",0.652439496
"Lupane","Max","2019",0.646463148
"Nkayi","Max","2019",0.640826199
"Tsholotsho","Max","2019",0.6170504
"Umguza","Max","2019",0.662671022
"Beitbridge","Max","2019",0.479320198
"Bulilima (North)","Max","2019",0.568492177
"Gwanda","Max","2019",0.542873033
"Insiza","Max","2019",0.533956362
"Mangwe (South)","Max","2019",0.538478869
"Matobo","Max","2019",0.533800934
"Umzingwane","Max","2019",0.558301291
"Bikita","Max","2019",0.618355798
"Chiredzi","Max","2019",0.619751393
"Chivi","Max","2019",0.548330728
"Gutu","Max","2019",0.522564701
"Masvingo","Max","2019",0.630730524
"Mwenezi","Max","2019",0.594481112
"Zaka","Max","2019",0.650424435
"Chegutu","Max","2019",0.691407671
"Hurungwe","Max","2019",0.711594061
"Kadoma","Max","2019",0.685292574
"Kariba","Max","2019",0.61113701
"Makonde","Max","2019",0.723749041
"Zvimba","Max","2019",0.706368765
"Harare","Max","2020",0.613625722
"Bulawayo","Max","2020",0.597844609
"Buhera","Max","2020",0.454609825
"Chimanimani","Max","2020",0.705649139
"Chipinge","Max","2020",0.663553043
"Makoni","Max","2020",0.618151965
"Mutare","Max","2020",0.591569558
"Mutasa","Max","2020",0.718738121
"Nyanga","Max","2020",0.681128323
"Bindura","Max","2020",0.729052704
"Guruve","Max","2020",0.676323659
"Mount Darwin","Max","2020",0.705457389
"Mazowe","Max","2020",0.710952099
"Centenary","Max","2020",0.673642935
"Rushinga","Max","2020",0.750509544
"Shamva","Max","2020",0.725313245
"Chikomba","Max","2020",0.575984565
"Goromonzi","Max","2020",0.660669529
"Marondera","Max","2020",0.602078125
"Mudzi","Max","2020",0.678186965
"Mutoko","Max","2020",0.636237176
"Murehwa","Max","2020",0.637325949
"UMP","Max","2020",0.661016392
"Seke","Max","2020",0.5989841
"Wedza","Max","2020",0.626744571
"Chirumhanzu","Max","2020",0.560699498
"Gokwe North","Max","2020",0.662388993
"Gokwe South","Max","2020",0.622285719
"Gweru","Max","2020",0.592175897
"Kwekwe","Max","2020",0.599195754
"Mberengwa","Max","2020",0.582210799
"Shurugwi","Max","2020",0.578706052
"Zvishavane","Max","2020",0.584942111
"Binga","Max","2020",0.634204408
"Bubi","Max","2020",0.636222737
"Hwange","Max","2020",0.681038092
"Lupane","Max","2020",0.607795184
"Nkayi","Max","2020",0.622017346
"Tsholotsho","Max","2020",0.602920142
"Umguza","Max","2020",0.670343244
"Beitbridge","Max","2020",0.504200456
"Bulilima (North)","Max","2020",0.563508315
"Gwanda","Max","2020",0.549381474
"Insiza","Max","2020",0.597247299
"Mangwe (South)","Max","2020",0.522961067
"Matobo","Max","2020",0.527600213
"Umzingwane","Max","2020",0.613934763
"Bikita","Max","2020",0.618224295
"Chiredzi","Max","2020",0.625873074
"Chivi","Max","2020",0.53948121
"Gutu","Max","2020",0.51655762
"Masvingo","Max","2020",0.600891114
"Mwenezi","Max","2020",0.602520436
"Zaka","Max","2020",0.617639186
"Chegutu","Max","2020",0.644812916
"Hurungwe","Max","2020",0.718383435
"Kadoma","Max","2020",0.639348139
"Kariba","Max","2020",0.614898469
"Makonde","Max","2020",0.712699655
"Zvimba","Max","2020",0.681981242
"Harare","Max","2021",0.613130154
"Bulawayo","Max","2021",0.680748869
"Buhera","Max","2021",0.541419904
"Chimanimani","Max","2021",0.739643608
"Chipinge","Max","2021",0.737605822
"Makoni","Max","2021",0.6762386
"Mutare","Max","2021",0.639130771
"Mutasa","Max","2021",0.747018683
"Nyanga","Max","2021",0.711935736
"Bindura","Max","2021",0.76335163
"Guruve","Max","2021",0.747125179
"Mount Darwin","Max","2021",0.773404079
"Mazowe","Max","2021",0.752650836
"Centenary","Max","2021",0.747768293
"Rushinga","Max","2021",0.803782807
"Shamva","Max","2021",0.772243294
"Chikomba","Max","2021",0.655676917
"Goromonzi","Max","2021",0.699227494
"Marondera","Max","2021",0.663588411
"Mudzi","Max","2021",0.729072889
"Mutoko","Max","2021",0.690054352
"Murehwa","Max","2021",0.678550431
"UMP","Max","2021",0.727180768
"Seke","Max","2021",0.662788625
"Wedza","Max","2021",0.684284286
"Chirumhanzu","Max","2021",0.648013009
"Gokwe North","Max","2021",0.72285353
"Gokwe South","Max","2021",0.664267089
"Gweru","Max","2021",0.666575632
"Kwekwe","Max","2021",0.69885193
"Mberengwa","Max","2021",0.682553526
"Shurugwi","Max","2021",0.658001355
"Zvishavane","Max","2021",0.676639593
"Binga","Max","2021",0.688028798
"Bubi","Max","2021",0.708476692
"Hwange","Max","2021",0.732739881
"Lupane","Max","2021",0.667179563
"Nkayi","Max","2021",0.675343267
"Tsholotsho","Max","2021",0.681366484
"Umguza","Max","2021",0.721640241
"Beitbridge","Max","2021",0.677121361
"Bulilima (North)","Max","2021",0.642356372
"Gwanda","Max","2021",0.68342831
"Insiza","Max","2021",0.673458142
"Mangwe (South)","Max","2021",0.658310686
"Matobo","Max","2021",0.654712031
"Umzingwane","Max","2021",0.685514811
"Bikita","Max","2021",0.696270721
"Chiredzi","Max","2021",0.724501828
"Chivi","Max","2021",0.641588023
"Gutu","Max","2021",0.602049944
"Masvingo","Max","2021",0.681910687
"Mwenezi","Max","2021",0.730644961
"Zaka","Max","2021",0.689353105
"Chegutu","Max","2021",0.706207544
"Hurungwe","Max","2021",0.774587529
"Kadoma","Max","2021",0.730475451
"Kariba","Max","2021",0.667759197
"Makonde","Max","2021",0.748565206
"Zvimba","Max","2021",0.723754251
"Harare","Average","2000",0.442465167281356
"Bulawayo","Average","2000",0.399053520254237
"Buhera","Average","2000",0.360502145545763
"Chimanimani","Average","2000",0.594905938722034
"Chipinge","Average","2000",0.540524533071186
"Makoni","Average","2000",0.445723542328814
"Mutare","Average","2000",0.45818110680678
"Mutasa","Average","2000",0.565691829301695
"Nyanga","Average","2000",0.505652509308475
"Bindura","Average","2000",0.497287973779661
"Guruve","Average","2000",0.44636139379322
"Mount Darwin","Average","2000",0.432417948183051
"Mazowe","Average","2000",0.484597188508475
"Centenary","Average","2000",0.434515443827119
"Rushinga","Average","2000",0.480310428284746
"Shamva","Average","2000",0.498735682732203
"Chikomba","Average","2000",0.428622018783051
"Goromonzi","Average","2000",0.464798304471186
"Marondera","Average","2000",0.439507098949153
"Mudzi","Average","2000",0.437874149386441
"Mutoko","Average","2000",0.435744017661017
"Murehwa","Average","2000",0.442108100528814
"UMP","Average","2000",0.431575770094915
"Seke","Average","2000",0.428785974149153
"Wedza","Average","2000",0.454060674864407
"Chirumhanzu","Average","2000",0.439668824115254
"Gokwe North","Average","2000",0.434351831908475
"Gokwe South","Average","2000",0.4389482538
"Gweru","Average","2000",0.440299650044068
"Kwekwe","Average","2000",0.45568019858983
"Mberengwa","Average","2000",0.467022512094915
"Shurugwi","Average","2000",0.447386146216949
"Zvishavane","Average","2000",0.451314029735593
"Binga","Average","2000",0.439384105237288
"Bubi","Average","2000",0.461394251338983
"Hwange","Average","2000",0.464477705864407
"Lupane","Average","2000",0.4717352994
"Nkayi","Average","2000",0.448354254864407
"Tsholotsho","Average","2000",0.460284685437288
"Umguza","Average","2000",0.483689870389831
"Beitbridge","Average","2000",0.42144556159661
"Bulilima (North)","Average","2000",0.410046568237288
"Gwanda","Average","2000",0.444091055064407
"Insiza","Average","2000",0.436230658613559
"Mangwe (South)","Average","2000",0.425472800416949
"Matobo","Average","2000",0.435175673728814
"Umzingwane","Average","2000",0.438144057223729
"Bikita","Average","2000",0.482233453922034
"Chiredzi","Average","2000",0.51402212639322
"Chivi","Average","2000",0.429593427152542
"Gutu","Average","2000",0.400030717976271
"Masvingo","Average","2000",0.479622764050847
"Mwenezi","Average","2000",0.515453949674576
"Zaka","Average","2000",0.478810228816949
"Chegutu","Average","2000",0.460525378288136
"Hurungwe","Average","2000",0.458235969891525
"Kadoma","Average","2000",0.48695150939322
"Kariba","Average","2000",0.377645098159322
"Makonde","Average","2000",0.500149972145763
"Zvimba","Average","2000",0.463173940440678
"Harare","Average","2001",0.432600324517857
"Bulawayo","Average","2001",0.429399705194366
"Buhera","Average","2001",0.373493408108939
"Chimanimani","Average","2001",0.605032291282913
"Chipinge","Average","2001",0.549570946569832
"Makoni","Average","2001",0.455269482459155
"Mutare","Average","2001",0.468880508656338
"Mutasa","Average","2001",0.571926664
"Nyanga","Average","2001",0.511720031396011
"Bindura","Average","2001",0.506289588323529
"Guruve","Average","2001",0.502374010968838
"Mount Darwin","Average","2001",0.49360834364507
"Mazowe","Average","2001",0.500254886393064
"Centenary","Average","2001",0.487993043623907
"Rushinga","Average","2001",0.514085739083333
"Shamva","Average","2001",0.515668528352941
"Chikomba","Average","2001",0.437987102064607
"Goromonzi","Average","2001",0.45935463847619
"Marondera","Average","2001",0.452967923645251
"Mudzi","Average","2001",0.468103690129577
"Mutoko","Average","2001",0.450118497879213
"Murehwa","Average","2001",0.442667868692754
"UMP","Average","2001",0.459800139008571
"Seke","Average","2001",0.449230735446328
"Wedza","Average","2001",0.459048686831461
"Chirumhanzu","Average","2001",0.452612299028249
"Gokwe North","Average","2001",0.465202186699164
"Gokwe South","Average","2001",0.461347970197772
"Gweru","Average","2001",0.451370101700565
"Kwekwe","Average","2001",0.471266057191549
"Mberengwa","Average","2001",0.471045873404494
"Shurugwi","Average","2001",0.461622040027933
"Zvishavane","Average","2001",0.458419418050279
"Binga","Average","2001",0.451223231097765
"Bubi","Average","2001",0.489729112419718
"Hwange","Average","2001",0.499861054125348
"Lupane","Average","2001",0.485690892462396
"Nkayi","Average","2001",0.4696122128
"Tsholotsho","Average","2001",0.474539153749304
"Umguza","Average","2001",0.512770667855153
"Beitbridge","Average","2001",0.402694569796089
"Bulilima (North)","Average","2001",0.419564545980501
"Gwanda","Average","2001",0.447051584740947
"Insiza","Average","2001",0.446848626209497
"Mangwe (South)","Average","2001",0.415775560749304
"Matobo","Average","2001",0.441728102724234
"Umzingwane","Average","2001",0.461370464927577
"Bikita","Average","2001",0.49601830819888
"Chiredzi","Average","2001",0.519498867731844
"Chivi","Average","2001",0.437141275153631
"Gutu","Average","2001",0.409665926126405
"Masvingo","Average","2001",0.496659015282123
"Mwenezi","Average","2001",0.505828196209497
"Zaka","Average","2001",0.491354367756303
"Chegutu","Average","2001",0.469187341530726
"Hurungwe","Average","2001",0.509519490381616
"Kadoma","Average","2001",0.50289202516156
"Kariba","Average","2001",0.402911091339833
"Makonde","Average","2001",0.51771219882153
"Zvimba","Average","2001",0.467190726194366
"Harare","Average","2002",0.407860806435616
"Bulawayo","Average","2002",0.346905196868493
"Buhera","Average","2002",0.325389775008219
"Chimanimani","Average","2002",0.592433571786301
"Chipinge","Average","2002",0.474466071142466
"Makoni","Average","2002",0.412152233186301
"Mutare","Average","2002",0.440686276687671
"Mutasa","Average","2002",0.56013054050411
"Nyanga","Average","2002",0.4664886914
"Bindura","Average","2002",0.47260998970411
"Guruve","Average","2002",0.449653533238356
"Mount Darwin","Average","2002",0.421582854139726
"Mazowe","Average","2002",0.462918279082192
"Centenary","Average","2002",0.43305515509863
"Rushinga","Average","2002",0.445299277120548
"Shamva","Average","2002",0.458593318175342
"Chikomba","Average","2002",0.398943574561644
"Goromonzi","Average","2002",0.433713448082192
"Marondera","Average","2002",0.430183902172603
"Mudzi","Average","2002",0.401645125542466
